식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무
원조 조박집 본관,바람576,19,2025.06.21,1번째 방문,영수증,예전부터 자주 다니던 곳 입니다. 가격이 2만원인거 고기가 250g 이라 넉넉해서 괜찮기는 한데 조미료 맛과 단만이 양념이 넘 강하네요 예전에는 이정도는 아니였는데 참숯이 아닌건 그렇다 해도 양념이 넘 강해서 이제는 그만 이용해야 할듯 하네요 숙성된 고기 맛이 아니라 조미료와 설탕 ~,159,False
원조 조박집 본관,야임마23,1315,2025.06.18,3번째 방문,영수증,돼지갈비도 총각김치도 서비스 동치미 국수도 맛있는 조박집 멀어서 못온사이에 가격이 많이 올랐네요 ㅠ ㅋㅋ,58,True
원조 조박집 본관,다슬파더,2594,2025.06.11,1번째 방문,영수증,역시 갈비는 마포 입니다ㅎ 손님이 너무 많아서 대화하기에는 좋지 않고 고기를 구워주시지는 않지만 그 외 모든 리필 서비스를 서버분들이 신경써서 잘해주십니다! 주차할곳이 많이 있어보이진 않아서 건너편 공영주차장에 대고 먹었네요,125,True
원조 조박집 본관,코코넛스무디,640,2025.06.07,3번째 방문,영수증,총각무 김치 사러 왔어욤... 여름이라 무가 좀 물러요 ㅜ 겨울에 다시 방문하는 거로,47,False
원조 조박집 본관,kato19,80,2025.06.03,1번째 방문,영수증,돼지갈비가 부드럽고 많이 안달고 맛있어요 같이나오는 동치미국수도 시원하고 맛있어요,45,False
원조 조박집 본관,모닝10,137,2025.06.03,1번째 방문,영수증,마포 갈비 맛집!! 11시30분 오픈 런!! 역시 자리없는 만석 수제 돼지갈비도 맛있지만 열무김치 너무 맛있어요 된장찌개 밥 👍 👍 👍,75,True
원조 조박집 본관,ma****,479,2025.05.31,2번째 방문,영수증,너무 정신없고 시끄럽고 판도 빨리 빨리 안 갈어주시고 너무달고 짜거 맛닜긴한데 집에오니 갈증엄청나고 그렇네요,60,False
원조 조박집 본관,sos****,1264,2025.05.27,1번째 방문,영수증,요 며칠전 근처 유명하다는 갈비집 다녀왔는데 까먹기전에 맛 비교하려고 찾아왔어요!! ㅎㅎ 근데 확실히 맛은 이집이 승 이라고 봅니다~^^ 메뉴 구성도 알차고 동치미국에 마지막 후식 식혜까지 맛나게 먹고갑니당~~ ㅎㅎ 게다가 일하시는분들이 진짜 다 똑같이 친절하셔서 놀랐어요~~ 또 찾아오고싶은곳이에요~ ㅎㅎ,171,True
원조 조박집 본관,먹박사잉,1322,2025.05.23,1번째 방문,영수증,"생맥주가 있어요! 소주5, 맥주6 식혜맛집",23,True
원조 조박집 본관,cho****,109,2025.05.10,5번째 방문,영수증,고기질도 좋고 양념도 은은하고 불판도 잘 갈아주시고 야채도 넉넉히 잘 챙겨주시네요 총각김치도 식혜도 직접 만들어서 너무나도 맛있고요 가격도 너무 착하고 항상 맛있담니다 진짜 음식장사 이렇게 하시니 계속 대박 나실거예요 고기맛은 언급 안해도 될만큼 맛나고요 저의 최애 맛집입니다 매장 이모님들도 불가져다주시는 삼촌도 다 친절하심니다 강추강추강추입니다 항상 사진 찍을 틈이 없담니다 먹기 바빠서요 그래도 오늘은 겨우 3장 건졋어요 다만 일요일에 문 닫으시는거가 불만입니다 월욜 닫고 가족들 갈 수 있게 일욜 오픈을 바래봅니다 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,306,True
